"","dia","hora","sentido","eixos_2","eixos_3","eixos_4","eixos_5","eixos_6","eixos_7","eixos_8","eixos_9","passeio","moto","outros"
"1111",16,10,"C","12","9","6","12","14","0","0","0","450","14","10"
"1112",16,10,"D","22","11","39","13","14","0","0","0","337","9","13"
"1113",16,10,"Total","34","20","45","25","28","0","0","0","787","23","23"
"1114",16,11,"C","15","11","5","13","16","0","0","0","410","9","13"
"1115",16,11,"D","20","16","33","9","14","0","0","0","363","7","13"
"1116",16,11,"Total","35","27","38","22","30","0","0","0","773","16","26"
"1117",16,12,"C","10","9","4","12","14","0","0","1","358","9","8"
"1118",16,12,"D","23","13","31","11","11","0","0","0","329","10","20"
"1119",16,12,"Total","33","22","35","23","25","0","0","1","687","19","28"
"1120",16,13,"C","10","8","4","8","11","0","0","0","353","7","10"
"1121",16,13,"D","23","15","27","10","14","0","0","0","336","11","15"
"1122",16,13,"Total","33","23","31","18","25","0","0","0","689","18","25"
"1123",16,14,"C","10","7","4","8","9","0","0","0","333","8","7"
"1124",16,14,"D","25","14","25","7","13","0","0","0","337","9","18"
"1125",16,14,"Total","35","21","29","15","22","0","0","0","670","17","25"
"1126",16,15,"C","27","11","7","10","13","0","0","3","285","7","13"
"1127",16,15,"D","32","19","26","14","15","1","0","2","379","8","12"
"1128",16,15,"Total","59","30","33","24","28","1","0","5","664","15","25"
"1129",16,16,"C","19","6","5","6","18","0","0","4","309","6","12"
"1130",16,16,"D","18","14","28","11","16","0","3","2","292","6","15"
"1131",16,16,"Total","37","20","33","17","34","0","3","6","601","12","27"
"1132",16,17,"C","10","7","11","7","17","0","1","0","284","10","9"
"1133",16,17,"D","20","13","26","9","17","2","0","2","276","9","25"
"1134",16,17,"Total","30","20","37","16","34","2","1","2","560","19","34"
"1135",16,18,"C","15","2","9","11","23","1","0","0","289","7","8"
"1136",16,18,"D","16","16","20","4","10","3","0","1","236","4","9"
"1137",16,18,"Total","31","18","29","15","33","4","0","1","525","11","17"
"1138",16,19,"C","14","6","5","6","12","2","0","0","189","2","7"
"1139",16,19,"D","17","13","22","3","6","2","0","2","171","1","9"
"1140",16,19,"Total","31","19","27","9","18","4","0","2","360","3","16"
"1141",16,20,"C","13","11","3","10","11","0","0","0","153","2","5"
"1142",16,20,"D","14","5","24","7","13","0","0","0","99","2","9"
"1143",16,20,"Total","27","16","27","17","24","0","0","0","252","4","14"
"1144",16,21,"C","6","1","0","17","9","1","0","0","123","2","10"
"1145",16,21,"D","11","6","15","5","6","0","0","0","84","2","6"
"1146",16,21,"Total","17","7","15","22","15","1","0","0","207","4","16"
"1147",16,22,"C","9","8","1","4","10","0","0","0","78","2","4"
"1148",16,22,"D","9","8","13","1","4","0","0","0","72","3","7"
"1149",16,22,"Total","18","16","14","5","14","0","0","0","150","5","11"
"1150",16,23,"C","6","12","4","1","5","0","0","0","55","1","3"
"1151",16,23,"D","7","12","2","1","0","0","0","0","58","0","2"
"1152",16,23,"Total","13","24","6","2","5","0","0","0","113","1","5"
"1153",17,0,"C","8","12","4","0","4","0","0","0","43","1","3"
"1154",17,0,"D","2","5","9","1","2","0","0","0","33","0","0"
"1155",17,0,"Total","10","17","13","1","6","0","0","0","76","1","3"
"1156",17,1,"C","5","5","1","1","3","0","0","0","29","0","4"
"1157",17,1,"D","2","6","1","0","1","1","0","0","18","2","2"
"1158",17,1,"Total","7","11","2","1","4","1","0","0","47","2","6"
"1159",17,2,"C","5","4","0","0","1","0","0","0","20","0","0"
"1160",17,2,"D","3","1","2","0","0","1","0","0","17","0","2"
"1161",17,2,"Total","8","5","2","0","1","1","0","0","37","0","2"
"1162",17,3,"C","3","4","0","0","3","0","0","0","19","0","1"
"1163",17,3,"D","0","5","2","1","1","0","0","0","16","0","0"
"1164",17,3,"Total","3","9","2","1","4","0","0","0","35","0","1"
"1165",17,4,"C","4","4","0","1","4","0","0","0","40","0","1"
"1166",17,4,"D","1","5","4","0","0","0","0","0","21","1","1"
"1167",17,4,"Total","5","9","4","1","4","0","0","0","61","1","2"
"1168",17,5,"C","4","4","1","3","6","0","0","1","87","2","4"
"1169",17,5,"D","4","7","2","1","2","1","0","0","34","1","5"
"1170",17,5,"Total","8","11","3","4","8","1","0","1","121","3","9"
"1171",17,6,"C","7","7","3","4","10","0","0","3","140","5","7"
"1172",17,6,"D","15","5","6","2","5","0","0","1","82","3","5"
"1173",17,6,"Total","22","12","9","6","15","0","0","4","222","8","12"
"1174",17,7,"C","9","9","4","5","12","0","0","1","183","9","7"
"1175",17,7,"D","27","7","11","5","9","1","0","1","210","5","1"
"1176",17,7,"Total","36","16","15","10","21","1","0","2","393","14","8"
"1177",17,8,"C","13","11","6","6","13","0","0","2","247","20","7"
"1178",17,8,"D","15","5","11","1","12","2","0","2","201","6","7"
"1179",17,8,"Total","28","16","17","7","25","2","0","4","448","26","14"
"1180",17,9,"C","10","9","8","8","18","0","0","1","305","21","8"
"1181",17,9,"D","11","10","10","10","10","0","0","2","233","3","7"
"1182",17,9,"Total","21","19","18","18","28","0","0","3","538","24","15"
"1183",17,10,"C","10","10","8","9","22","1","0","3","325","16","9"
"1184",17,10,"D","11","11","6","2","10","0","0","0","327","2","5"
"1185",17,10,"Total","21","21","14","11","32","1","0","3","652","18","14"
"1186",17,11,"C","9","11","8","8","20","3","0","4","324","12","9"
"1187",17,11,"D","13","13","10","11","8","2","1","0","382","9","4"
"1188",17,11,"Total","22","24","18","19","28","5","1","4","706","21","13"
"1189",17,12,"C","8","9","8","5","15","2","0","3","273","11","8"
"1190",17,12,"D","9","10","10","3","9","2","0","1","411","8","6"
"1191",17,12,"Total","17","19","18","8","24","4","0","4","684","19","14"
"1192",17,13,"C","11","7","8","5","16","0","0","3","248","9","8"
"1193",17,13,"D","13","5","13","2","10","2","0","1","390","7","12"
"1194",17,13,"Total","24","12","21","7","26","2","0","4","638","16","20"
"1195",17,14,"C","13","11","9","8","20","3","0","3","291","9","10"
"1196",17,14,"D","15","15","12","1","7","1","0","0","436","8","11"
"1197",17,14,"Total","28","26","21","9","27","4","0","3","727","17","21"
"1198",17,15,"C","14","12","9","7","23","4","0","3","330","10","11"
"1199",17,15,"D","12","12","10","2","12","3","0","2","536","8","8"
"1200",17,15,"Total","26","24","19","9","35","7","0","5","866","18","19"
"1201",17,16,"C","17","14","8","7","22","3","0","3","370","11","11"
"1202",17,16,"D","17","15","10","3","11","1","0","1","657","15","10"
"1203",17,16,"Total","34","29","18","10","33","4","0","4","1027","26","21"
"1204",17,17,"C","18","15","8","10","23","3","0","2","344","8","10"
"1205",17,17,"D","19","21","6","8","11","0","0","1","663","14","17"
"1206",17,17,"Total","37","36","14","18","34","3","0","3","1007","22","27"
"1207",17,18,"C","18","15","7","7","20","2","0","2","311","8","11"
"1208",17,18,"D","17","31","9","4","7","1","0","0","516","10","13"
"1209",17,18,"Total","35","46","16","11","27","3","0","2","827","18","24"
"1210",17,19,"C","17","16","8","8","14","0","0","1","254","5","10"
"1211",17,19,"D","21","28","3","9","8","0","0","0","440","8","9"
"1212",17,19,"Total","38","44","11","17","22","0","0","1","694","13","19"
"1213",17,20,"C","13","13","7","6","11","0","0","0","201","4","8"
"1214",17,20,"D","25","23","10","1","9","0","0","0","310","1","11"
"1215",17,20,"Total","38","36","17","7","20","0","0","0","511","5","19"
"1216",17,21,"C","15","12","5","4","10","0","0","0","138","4","4"
"1217",17,21,"D","16","20","7","7","6","0","0","0","222","2","6"
"1218",17,21,"Total","31","32","12","11","16","0","0","0","360","6","10"
"1219",17,22,"C","12","12","8","4","9","0","0","0","84","3","4"
"1220",17,22,"D","12","14","10","5","5","0","0","0","151","3","4"
"1221",17,22,"Total","24","26","18","9","14","0","0","0","235","6","8"
"1222",17,23,"C","7","10","5","2","5","0","0","0","52","2","4"
"1223",17,23,"D","10","11","12","7","4","1","0","0","75","5","5"
"1224",17,23,"Total","17","21","17","9","9","1","0","0","127","7","9"
"1225",18,0,"C","5","11","6","2","6","0","0","0","22","2","3"
"1226",18,0,"D","9","14","9","6","6","0","0","0","43","3","6"
"1227",18,0,"Total","14","25","15","8","12","0","0","0","65","5","9"
"1228",18,1,"C","0","4","4","6","8","0","0","0","16","2","3"
"1229",18,1,"D","3","8","15","4","3","0","0","0","32","3","3"
"1230",18,1,"Total","3","12","19","10","11","0","0","0","48","5","6"
"1231",18,2,"C","4","4","3","7","11","0","0","1","21","6","4"
"1232",18,2,"D","8","13","10","2","2","0","0","0","23","1","0"
"1233",18,2,"Total","12","17","13","9","13","0","0","1","44","7","4"
"1234",18,3,"C","6","8","3","2","9","0","0","0","26","2","3"
"1235",18,3,"D","16","14","20","1","2","0","0","0","27","1","5"
"1236",18,3,"Total","22","22","23","3","11","0","0","0","53","3","8"
"1237",18,4,"C","17","14","8","15","17","0","0","0","65","8","9"
"1238",18,4,"D","18","18","28","7","11","0","0","0","45","3","5"
"1239",18,4,"Total","35","32","36","22","28","0","0","0","110","11","14"
"1240",18,5,"C","18","20","13","13","35","0","1","1","157","13","20"
"1241",18,5,"D","18","19","39","11","9","0","0","0","137","4","15"
"1242",18,5,"Total","36","39","52","24","44","0","1","1","294","17","35"
"1243",18,6,"C","46","19","47","33","43","1","0","6","421","12","39"
"1244",18,6,"D","49","15","55","14","17","1","0","0","343","15","20"
"1245",18,6,"Total","95","34","102","47","60","2","0","6","764","27","59"
"1246",18,7,"C","36","20","22","43","49","2","0","1","413","11","37"
"1247",18,7,"D","16","26","68","13","24","0","0","1","415","7","21"
"1248",18,7,"Total","52","46","90","56","73","2","0","2","828","18","58"
"1249",18,8,"C","51","19","22","48","44","1","0","2","384","11","24"
"1250",18,8,"D","36","10","74","21","17","3","0","6","399","8","30"
"1251",18,8,"Total","87","29","96","69","61","4","0","8","783","19","54"
"1252",18,9,"C","52","35","36","43","38","2","0","2","433","7","35"
"1253",18,9,"D","31","10","78","16","29","2","0","1","372","9","27"
"1254",18,9,"Total","83","45","114","59","67","4","0","3","805","16","62"
"1255",18,10,"C","41","36","33","46","49","1","0","3","385","8","31"
"1256",18,10,"D","33","22","78","11","22","2","0","1","353","9","21"
"1257",18,10,"Total","74","58","111","57","71","3","0","4","738","17","52"
"1258",18,11,"C","48","38","32","64","51","7","0","3","358","9","36"
"1259",18,11,"D","21","18","69","18","23","5","0","3","346","10","14"
"1260",18,11,"Total","69","56","101","82","74","12","0","6","704","19","50"
"1261",18,12,"C","42","28","26","49","44","2","0","2","283","15","28"
"1262",18,12,"D","23","18","60","15","24","3","0","1","314","7","22"
"1263",18,12,"Total","65","46","86","64","68","5","0","3","597","22","50"
"1264",18,13,"C","41","34","21","51","52","1","0","0","325","15","40"
"1265",18,13,"D","32","23","50","15","15","1","0","1","290","1","23"
"1266",18,13,"Total","73","57","71","66","67","2","0","1","615","16","63"
"1267",18,14,"C","32","29","24","57","39","3","0","1","297","7","25"
"1268",18,14,"D","33","12","64","14","17","1","0","1","331","4","21"
"1269",18,14,"Total","65","41","88","71","56","4","0","2","628","11","46"
"1270",18,15,"C","37","25","19","30","41","2","0","3","261","13","29"
"1271",18,15,"D","26","22","76","14","23","3","0","2","300","4","24"
"1272",18,15,"Total","63","47","95","44","64","5","0","5","561","17","53"
"1273",18,16,"C","30","21","25","40","47","2","0","0","323","6","30"
"1274",18,16,"D","32","23","67","8","19","2","0","1","313","8","29"
"1275",18,16,"Total","62","44","92","48","66","4","0","1","636","14","59"
"1276",18,17,"C","51","30","11","42","45","2","0","2","274","16","20"
"1277",18,17,"D","49","25","57","12","16","0","0","3","316","9","28"
"1278",18,17,"Total","100","55","68","54","61","2","0","5","590","25","48"
"1279",18,18,"C","33","21","22","39","43","0","0","2","255","8","16"
"1280",18,18,"D","28","23","51","18","19","2","0","2","246","11","23"
"1281",18,18,"Total","61","44","73","57","62","2","0","4","501","19","39"
"1282",18,19,"C","26","26","24","32","45","3","0","1","164","8","16"
"1283",18,19,"D","26","21","63","18","29","0","0","1","184","5","19"
"1284",18,19,"Total","52","47","87","50","74","3","0","2","348","13","35"
"1285",18,20,"C","14","22","26","33","57","2","0","1","130","9","11"
"1286",18,20,"D","27","28","39","29","31","0","0","0","138","5","12"
"1287",18,20,"Total","41","50","65","62","88","2","0","1","268","14","23"
"1288",18,21,"C","21","12","9","25","35","0","0","1","76","2","10"
"1289",18,21,"D","18","20","26","18","16","1","0","0","94","4","8"
"1290",18,21,"Total","39","32","35","43","51","1","0","1","170","6","18"
"1291",18,22,"C","5","20","12","24","27","1","0","0","55","6","12"
"1292",18,22,"D","18","18","25","6","16","4","0","0","48","3","9"
"1293",18,22,"Total","23","38","37","30","43","5","0","0","103","9","21"
"1294",18,23,"C","12","12","9","12","29","0","0","0","29","4","5"
"1295",18,23,"D","11","14","33","6","9","0","0","0","44","4","5"
"1296",18,23,"Total","23","26","42","18","38","0","0","0","73","8","10"
"1297",19,0,"C","6","12","6","5","9","0","0","1","23","0","3"
"1298",19,0,"D","10","8","27","3","6","0","0","0","23","1","1"
"1299",19,0,"Total","16","20","33","8","15","0","0","1","46","1","4"
"1300",19,1,"C","11","11","3","7","4","0","0","0","9","0","4"
"1301",19,1,"D","10","7","30","5","3","0","0","0","9","5","3"
"1302",19,1,"Total","21","18","33","12","7","0","0","0","18","5","7"
"1303",19,2,"C","6","4","6","9","15","0","0","0","17","3","9"
"1304",19,2,"D","5","3","20","6","3","0","0","0","12","0","4"
"1305",19,2,"Total","11","7","26","15","18","0","0","0","29","3","13"
"1306",19,3,"C","8","6","3","13","23","0","0","0","14","4","5"
"1307",19,3,"D","4","8","20","2","4","2","0","0","16","3","2"
"1308",19,3,"Total","12","14","23","15","27","2","0","0","30","7","7"
"1309",19,4,"C","15","18","9","29","24","0","0","0","52","7","8"
"1310",19,4,"D","15","20","38","3","8","0","0","0","23","2","8"
"1311",19,4,"Total","30","38","47","32","32","0","0","0","75","9","16"
"1312",19,5,"C","21","20","12","39","50","0","0","1","99","8","33"
"1313",19,5,"D","19","17","54","7","14","1","0","0","74","2","18"
"1314",19,5,"Total","40","37","66","46","64","1","0","1","173","10","51"
"1315",19,6,"C","42","20","16","45","58","3","0","4","261","9","32"
"1316",19,6,"D","38","33","67","15","21","3","1","0","169","6","22"
"1317",19,6,"Total","80","53","83","60","79","6","1","4","430","15","54"
"1318",19,7,"C","49","18","24","52","44","2","1","3","345","12","45"
"1319",19,7,"D","36","23","81","14","17","1","0","0","314","5","19"
"1320",19,7,"Total","85","41","105","66","61","3","1","3","659","17","64"
"1321",19,8,"C","32","22","18","53","35","1","0","1","380","12","44"
"1322",19,8,"D","24","19","79","18","20","4","0","0","318","8","18"
"1323",19,8,"Total","56","41","97","71","55","5","0","1","698","20","62"
"1324",19,9,"C","44","31","18","56","49","4","0","2","373","8","44"
"1325",19,9,"D","30","22","85","30","28","4","0","2","306","9","23"
"1326",19,9,"Total","74","53","103","86","77","8","0","4","679","17","67"
"1327",19,10,"C","31","33","27","58","59","3","0","1","320","10","42"
"1328",19,10,"D","27","20","95","21","30","5","0","1","255","5","24"
"1329",19,10,"Total","58","53","122","79","89","8","0","2","575","15","66"
"1330",19,11,"C","29","31","30","54","63","3","0","2","271","17","39"
"1331",19,11,"D","19","20","79","25","22","1","0","3","253","5","23"
"1332",19,11,"Total","48","51","109","79","85","4","0","5","524","22","62"
"1333",19,12,"C","30","29","30","77","66","4","0","1","287","18","34"
"1334",19,12,"D","38","30","82","12","36","2","0","1","266","8","29"
"1335",19,12,"Total","68","59","112","89","102","6","0","2","553","26","63"
"1336",19,13,"C","26","31","27","67","47","2","0","3","254","18","40"
"1337",19,13,"D","31","24","65","10","30","1","0","1","263","6","30"
"1338",19,13,"Total","57","55","92","77","77","3","0","4","517","24","70"
"1339",19,14,"C","27","28","17","60","61","0","0","5","297","7","35"
"1340",19,14,"D","31","37","99","19","23","0","0","1","280","2","30"
"1341",19,14,"Total","58","65","116","79","84","0","0","6","577","9","65"
"1342",19,15,"C","31","31","23","62","57","7","1","4","261","20","31"
"1343",19,15,"D","40","25","91","17","32","3","0","0","305","5","33"
"1344",19,15,"Total","71","56","114","79","89","10","1","4","566","25","64"
"1345",19,16,"C","42","31","18","53","60","4","0","5","299","12","26"
"1346",19,16,"D","46","31","88","18","26","2","0","4","343","12","30"
"1347",19,16,"Total","88","62","106","71","86","6","0","9","642","24","56"
"1348",19,17,"C","51","34","41","41","50","2","0","2","264","9","31"
"1349",19,17,"D","57","40","66","8","22","1","0","1","327","5","39"
"1350",19,17,"Total","108","74","107","49","72","3","0","3","591","14","70"
"1351",19,18,"C","23","27","26","45","61","1","0","1","209","11","12"
"1352",19,18,"D","34","54","62","20","28","3","0","1","257","3","36"
"1353",19,18,"Total","57","81","88","65","89","4","0","2","466","14","48"
