"","dia","hora","sentido","eixos_2","eixos_3","eixos_4","eixos_5","eixos_6","eixos_7","eixos_8","eixos_9","passeio","moto","outros"
"1374",20,1,"Total","9","11","32","7","21","1","0","0","30","5","13"
"1375",20,2,"C","9","10","3","13","12","0","0","0","13","2","3"
"1376",20,2,"D","12","2","22","2","9","0","0","0","24","2","4"
"1377",20,2,"Total","21","12","25","15","21","0","0","0","37","4","7"
"1378",20,3,"C","12","8","10","17","10","0","0","1","16","5","8"
"1379",20,3,"D","13","16","29","4","7","1","0","0","19","3","9"
"1380",20,3,"Total","25","24","39","21","17","1","0","1","35","8","17"
"1381",20,4,"C","24","15","9","13","18","1","0","0","46","4","12"
"1382",20,4,"D","4","19","20","10","9","2","0","0","20","5","7"
"1383",20,4,"Total","28","34","29","23","27","3","0","0","66","9","19"
"1384",20,5,"C","24","16","16","20","30","1","0","1","103","7","28"
"1385",20,5,"D","27","23","55","18","16","0","0","0","71","2","19"
"1386",20,5,"Total","51","39","71","38","46","1","0","1","174","9","47"
"1387",20,6,"C","53","44","29","38","46","1","0","3","236","10","35"
"1388",20,6,"D","36","22","66","8","18","2","0","3","170","2","32"
"1389",20,6,"Total","89","66","95","46","64","3","0","6","406","12","67"
"1390",20,7,"C","44","25","24","51","51","1","0","4","334","13","36"
"1391",20,7,"D","29","25","77","16","20","1","0","3","257","6","16"
"1392",20,7,"Total","73","50","101","67","71","2","0","7","591","19","52"
"1393",20,8,"C","46","20","19","68","48","4","1","0","347","14","33"
"1394",20,8,"D","41","20","64","29","29","1","0","3","334","2","25"
"1395",20,8,"Total","87","40","83","97","77","5","1","3","681","16","58"
"1396",20,9,"C","34","27","25","52","46","2","0","2","346","24","40"
"1397",20,9,"D","28","24","82","28","25","4","0","0","298","8","20"
"1398",20,9,"Total","62","51","107","80","71","6","0","2","644","32","60"
"1399",20,10,"C","37","45","22","43","52","5","0","4","270","9","38"
"1400",20,10,"D","35","20","80","25","33","4","0","5","257","11","29"
"1401",20,10,"Total","72","65","102","68","85","9","0","9","527","20","67"
"1402",20,11,"C","53","42","27","63","57","0","0","3","292","13","39"
"1403",20,11,"D","25","23","66","22","13","1","1","0","242","9","21"
"1404",20,11,"Total","78","65","93","85","70","1","1","3","534","22","60"
"1405",20,12,"C","45","30","15","60","59","3","0","1","264","11","32"
"1406",20,12,"D","31","23","70","20","22","0","0","0","258","5","21"
"1407",20,12,"Total","76","53","85","80","81","3","0","1","522","16","53"
"1408",20,13,"C","39","45","23","57","56","3","0","1","274","8","33"
"1409",20,13,"D","45","34","75","20","25","1","1","6","284","14","35"
"1410",20,13,"Total","84","79","98","77","81","4","1","7","558","22","68"
"1411",20,14,"C","38","32","20","74","69","2","0","2","295","10","43"
"1412",20,14,"D","35","25","92","29","24","1","0","1","320","6","30"
"1413",20,14,"Total","73","57","112","103","93","3","0","3","615","16","73"
"1414",20,15,"C","43","32","17","59","50","0","0","0","276","12","27"
"1415",20,15,"D","43","35","78","25","19","2","0","2","309","3","31"
"1416",20,15,"Total","86","67","95","84","69","2","0","2","585","15","58"
"1417",20,16,"C","24","30","22","42","54","2","0","3","301","11","25"
"1418",20,16,"D","48","33","68","22","26","1","0","4","345","9","35"
"1419",20,16,"Total","72","63","90","64","80","3","0","7","646","20","60"
"1420",20,17,"C","40","31","28","60","60","4","0","2","302","15","26"
"1421",20,17,"D","49","34","59","20","25","2","0","1","316","5","32"
"1422",20,17,"Total","89","65","87","80","85","6","0","3","618","20","58"
"1423",20,18,"C","33","25","18","30","45","3","0","0","256","5","24"
"1424",20,18,"D","32","23","43","25","23","1","0","1","283","8","32"
"1425",20,18,"Total","65","48","61","55","68","4","0","1","539","13","56"
"1426",20,19,"C","30","30","26","31","48","3","0","2","178","15","28"
"1427",20,19,"D","35","35","68","15","24","2","0","1","235","11","21"
"1428",20,19,"Total","65","65","94","46","72","5","0","3","413","26","49"
"1429",20,20,"C","25","30","20","23","42","1","0","2","122","7","13"
"1430",20,20,"D","43","24","39","20","21","1","0","1","106","7","15"
"1431",20,20,"Total","68","54","59","43","63","2","0","3","228","14","28"
"1432",20,21,"C","18","20","13","13","31","3","0","0","87","9","9"
"1433",20,21,"D","26","28","39","11","21","0","0","1","83","6","14"
"1434",20,21,"Total","44","48","52","24","52","3","0","1","170","15","23"
"1435",20,22,"C","9","15","6","17","23","0","0","0","44","9","6"
"1436",20,22,"D","15","13","19","13","18","1","0","0","66","4","6"
"1437",20,22,"Total","24","28","25","30","41","1","0","0","110","13","12"
"1438",20,23,"C","11","18","10","14","14","0","0","0","60","13","11"
"1439",20,23,"D","15","16","24","15","12","0","0","0","49","4","6"
"1440",20,23,"Total","26","34","34","29","26","0","0","0","109","17","17"
"1441",21,0,"C","10","7","10","4","16","0","0","0","28","4","7"
"1442",21,0,"D","11","7","17","9","9","1","0","0","24","7","7"
"1443",21,0,"Total","21","14","27","13","25","1","0","0","52","11","14"
"1444",21,1,"C","5","15","2","12","7","1","0","0","21","4","5"
"1445",21,1,"D","4","12","24","3","4","0","0","1","13","4","4"
"1446",21,1,"Total","9","27","26","15","11","1","0","1","34","8","9"
"1447",21,2,"C","6","10","6","10","7","0","0","0","10","4","5"
"1448",21,2,"D","6","9","27","4","9","2","0","0","17","1","2"
"1449",21,2,"Total","12","19","33","14","16","2","0","0","27","5","7"
"1450",21,3,"C","6","9","5","5","11","0","0","0","18","2","4"
"1451",21,3,"D","10","9","13","5","10","0","0","0","27","0","4"
"1452",21,3,"Total","16","18","18","10","21","0","0","0","45","2","8"
"1453",21,4,"C","15","19","11","14","10","0","0","0","37","5","14"
"1454",21,4,"D","10","16","27","4","9","2","0","0","20","5","9"
"1455",21,4,"Total","25","35","38","18","19","2","0","0","57","10","23"
"1456",21,5,"C","16","21","13","20","28","0","0","2","101","4","33"
"1457",21,5,"D","21","21","53","14","17","3","1","1","57","7","24"
"1458",21,5,"Total","37","42","66","34","45","3","1","3","158","11","57"
"1459",21,6,"C","52","19","30","39","37","2","0","4","253","6","31"
"1460",21,6,"D","38","24","57","18","18","0","0","3","173","5","19"
"1461",21,6,"Total","90","43","87","57","55","2","0","7","426","11","50"
"1462",21,7,"C","30","18","11","41","30","2","0","0","293","10","28"
"1463",21,7,"D","38","21","65","29","21","2","1","4","278","3","21"
"1464",21,7,"Total","68","39","76","70","51","4","1","4","571","13","49"
"1465",21,8,"C","32","20","21","49","41","1","1","3","344","10","38"
"1466",21,8,"D","28","25","70","25","27","2","0","5","326","5","21"
"1467",21,8,"Total","60","45","91","74","68","3","1","8","670","15","59"
"1468",21,9,"C","56","28","25","36","45","2","0","2","392","9","42"
"1469",21,9,"D","37","19","70","29","27","2","0","1","291","5","25"
"1470",21,9,"Total","93","47","95","65","72","4","0","3","683","14","67"
"1471",21,10,"C","40","40","31","54","55","0","0","1","401","9","36"
"1472",21,10,"D","33","18","66","21","43","3","0","6","306","5","20"
"1473",21,10,"Total","73","58","97","75","98","3","0","7","707","14","56"
"1474",21,11,"C","31","23","31","74","49","1","0","3","287","15","19"
"1475",21,11,"D","29","29","54","17","36","1","0","0","322","10","23"
"1476",21,11,"Total","60","52","85","91","85","2","0","3","609","25","42"
"1477",21,12,"C","34","24","27","41","44","4","0","3","239","8","29"
"1478",21,12,"D","30","25","47","15","33","1","0","4","290","4","33"
"1479",21,12,"Total","64","49","74","56","77","5","0","7","529","12","62"
"1480",21,13,"C","42","30","29","46","64","2","0","2","287","12","41"
"1481",21,13,"D","45","17","50","13","28","2","0","0","339","2","28"
"1482",21,13,"Total","87","47","79","59","92","4","0","2","626","14","69"
"1483",21,14,"C","29","26","23","68","61","3","0","2","304","9","33"
"1484",21,14,"D","37","18","58","20","20","9","0","5","329","1","38"
"1485",21,14,"Total","66","44","81","88","81","12","0","7","633","10","71"
"1486",21,15,"C","25","22","19","53","56","2","0","2","286","5","32"
"1487",21,15,"D","43","31","60","23","16","2","0","3","308","5","41"
"1488",21,15,"Total","68","53","79","76","72","4","0","5","594","10","73"
"1489",21,16,"C","32","26","23","51","53","3","0","2","287","9","27"
"1490",21,16,"D","41","36","70","16","20","3","0","2","374","6","42"
"1491",21,16,"Total","73","62","93","67","73","6","0","4","661","15","69"
"1492",21,17,"C","48","27","23","29","45","1","0","3","320","7","21"
"1493",21,17,"D","46","32","63","12","27","0","0","1","397","4","37"
"1494",21,17,"Total","94","59","86","41","72","1","0","4","717","11","58"
"1495",21,18,"C","21","26","22","29","39","3","0","3","232","5","21"
"1496",21,18,"D","26","28","55","14","18","0","0","0","304","4","39"
"1497",21,18,"Total","47","54","77","43","57","3","0","3","536","9","60"
"1498",21,19,"C","16","27","18","20","39","3","0","0","198","3","22"
"1499",21,19,"D","33","32","47","13","26","4","0","0","223","6","20"
"1500",21,19,"Total","49","59","65","33","65","7","0","0","421","9","42"
"1501",21,20,"C","12","30","25","29","35","1","0","0","120","2","12"
"1502",21,20,"D","33","38","43","17","14","1","0","1","158","6","31"
"1503",21,20,"Total","45","68","68","46","49","2","0","1","278","8","43"
"1504",21,21,"C","13","28","9","29","42","1","0","1","70","6","18"
"1505",21,21,"D","33","27","37","11","19","0","0","0","96","7","14"
"1506",21,21,"Total","46","55","46","40","61","1","0","1","166","13","32"
"1507",21,22,"C","8","11","9","25","23","1","0","0","55","4","13"
"1508",21,22,"D","21","17","27","8","20","0","0","0","58","2","15"
"1509",21,22,"Total","29","28","36","33","43","1","0","0","113","6","28"
"1510",21,23,"C","6","22","12","17","20","1","0","1","47","3","14"
"1511",21,23,"D","9","16","39","8","9","0","0","1","38","10","3"
"1512",21,23,"Total","15","38","51","25","29","1","0","2","85","13","17"
"1513",22,0,"C","12","13","7","10","7","0","0","0","36","1","5"
"1514",22,0,"D","6","5","29","6","4","1","0","0","21","5","5"
"1515",22,0,"Total","18","18","36","16","11","1","0","0","57","6","10"
"1516",22,1,"C","7","14","4","15","18","1","0","0","26","6","6"
"1517",22,1,"D","4","7","22","10","4","0","0","0","19","2","4"
"1518",22,1,"Total","11","21","26","25","22","1","0","0","45","8","10"
"1519",22,2,"C","6","9","4","9","10","1","0","0","9","3","4"
"1520",22,2,"D","8","6","21","4","3","1","0","0","21","4","4"
"1521",22,2,"Total","14","15","25","13","13","2","0","0","30","7","8"
"1522",22,3,"C","11","7","10","9","11","0","0","0","19","7","7"
"1523",22,3,"D","4","8","28","1","1","1","0","0","18","1","2"
"1524",22,3,"Total","15","15","38","10","12","1","0","0","37","8","9"
"1525",22,4,"C","11","17","10","20","12","0","0","2","44","7","10"
"1526",22,4,"D","13","15","22","7","11","1","0","0","23","7","7"
"1527",22,4,"Total","24","32","32","27","23","1","0","2","67","14","17"
"1528",22,5,"C","19","24","9","13","32","0","0","1","92","11","23"
"1529",22,5,"D","18","26","37","16","20","0","0","0","67","5","17"
"1530",22,5,"Total","37","50","46","29","52","0","0","1","159","16","40"
"1531",22,6,"C","48","30","23","36","21","3","0","4","219","6","33"
"1532",22,6,"D","45","24","63","25","20","0","0","2","170","8","20"
"1533",22,6,"Total","93","54","86","61","41","3","0","6","389","14","53"
"1534",22,7,"C","31","13","16","32","41","1","0","1","275","11","31"
"1535",22,7,"D","37","26","94","21","22","0","0","1","281","5","23"
"1536",22,7,"Total","68","39","110","53","63","1","0","2","556","16","54"
"1537",22,8,"C","28","21","16","42","37","1","0","0","279","10","25"
"1538",22,8,"D","29","26","76","24","42","3","0","6","299","2","14"
"1539",22,8,"Total","57","47","92","66","79","4","0","6","578","12","39"
"1540",22,9,"C","40","35","30","47","31","3","0","1","367","13","19"
"1541",22,9,"D","27","23","75","26","28","3","0","2","247","1","13"
"1542",22,9,"Total","67","58","105","73","59","6","0","3","614","14","32"
"1543",22,10,"C","44","30","23","42","32","1","0","0","359","10","19"
"1544",22,10,"D","38","21","70","22","29","6","0","1","329","4","20"
"1545",22,10,"Total","82","51","93","64","61","7","0","1","688","14","39"
"1546",22,11,"C","32","33","28","52","50","0","0","2","377","14","39"
"1547",22,11,"D","23","19","51","19","24","0","0","3","302","3","23"
"1548",22,11,"Total","55","52","79","71","74","0","0","5","679","17","62"
"1549",22,12,"C","36","34","29","51","39","3","1","3","310","5","32"
"1550",22,12,"D","38","22","50","8","18","0","0","2","306","5","37"
"1551",22,12,"Total","74","56","79","59","57","3","1","5","616","10","69"
"1552",22,13,"C","31","42","33","51","44","2","0","1","368","14","31"
"1553",22,13,"D","31","18","67","20","29","2","0","3","453","5","31"
"1554",22,13,"Total","62","60","100","71","73","4","0","4","821","19","62"
"1555",22,14,"C","42","39","22","76","58","4","0","0","452","15","35"
"1556",22,14,"D","38","26","51","19","21","2","1","2","397","11","39"
"1557",22,14,"Total","80","65","73","95","79","6","1","2","849","26","74"
"1558",22,15,"C","38","22","24","55","49","1","1","1","532","13","35"
"1559",22,15,"D","47","33","71","18","37","1","0","5","484","4","36"
"1560",22,15,"Total","85","55","95","73","86","2","1","6","1016","17","71"
"1561",22,16,"C","45","32","32","52","44","2","0","3","500","12","35"
"1562",22,16,"D","52","28","74","27","36","1","0","2","483","10","34"
"1563",22,16,"Total","97","60","106","79","80","3","0","5","983","22","69"
"1564",22,17,"C","37","26","17","41","27","2","0","0","507","12","30"
"1565",22,17,"D","50","36","68","14","13","1","0","2","505","6","37"
"1566",22,17,"Total","87","62","85","55","40","3","0","2","1012","18","67"
"1567",22,18,"C","35","23","10","33","39","2","0","1","445","14","14"
"1568",22,18,"D","52","23","50","18","17","1","0","2","369","3","27"
"1569",22,18,"Total","87","46","60","51","56","3","0","3","814","17","41"
"1570",22,19,"C","25","22","21","24","46","1","0","0","362","14","27"
"1571",22,19,"D","30","33","50","24","22","4","0","0","305","9","17"
"1572",22,19,"Total","55","55","71","48","68","5","0","0","667","23","44"
"1573",22,20,"C","31","19","12","22","37","2","0","3","307","11","21"
"1574",22,20,"D","30","19","38","17","16","0","0","1","247","2","22"
"1575",22,20,"Total","61","38","50","39","53","2","0","4","554","13","43"
"1576",22,21,"C","10","12","11","14","21","1","0","0","201","4","11"
"1577",22,21,"D","18","13","34","15","18","1","0","0","161","5","17"
"1578",22,21,"Total","28","25","45","29","39","2","0","0","362","9","28"
"1579",22,22,"C","8","30","13","12","28","0","0","0","111","7","20"
"1580",22,22,"D","23","10","25","6","14","0","0","0","108","4","8"
"1581",22,22,"Total","31","40","38","18","42","0","0","0","219","11","28"
"1582",22,23,"C","4","22","10","19","12","0","0","0","81","5","5"
"1583",22,23,"D","8","9","19","6","7","0","0","0","84","3","8"
"1584",22,23,"Total","12","31","29","25","19","0","0","0","165","8","13"
"1585",23,0,"C","9","15","1","9","7","0","0","1","51","6","2"
"1586",23,0,"D","0","4","23","3","6","0","0","0","41","2","3"
"1587",23,0,"Total","9","19","24","12","13","0","0","1","92","8","5"
"1588",23,1,"C","4","7","4","10","14","1","0","0","37","7","7"
"1589",23,1,"D","6","7","12","6","7","2","0","0","30","7","7"
"1590",23,1,"Total","10","14","16","16","21","3","0","0","67","14","14"
"1591",23,2,"C","5","8","2","5","10","0","0","0","27","3","2"
"1592",23,2,"D","8","7","15","2","5","0","0","0","19","1","2"
"1593",23,2,"Total","13","15","17","7","15","0","0","0","46","4","4"
"1594",23,3,"C","4","3","2","8","5","1","0","0","22","3","3"
"1595",23,3,"D","6","6","25","3","8","0","0","0","25","1","3"
"1596",23,3,"Total","10","9","27","11","13","1","0","0","47","4","6"
"1597",23,4,"C","15","4","2","16","19","0","0","0","55","7","4"
"1598",23,4,"D","6","10","28","9","3","1","1","0","14","1","4"
"1599",23,4,"Total","21","14","30","25","22","1","1","0","69","8","8"
"1600",23,5,"C","5","11","8","16","32","0","0","0","136","5","14"
"1601",23,5,"D","15","16","41","12","9","0","0","0","46","5","9"
"1602",23,5,"Total","20","27","49","28","41","0","0","0","182","10","23"
"1603",23,6,"C","27","23","15","25","39","1","1","3","216","11","31"
"1604",23,6,"D","22","11","50","11","10","0","0","4","113","4","10"
"1605",23,6,"Total","49","34","65","36","49","1","1","7","329","15","41"
"1606",23,7,"C","11","17","12","39","34","1","0","1","321","13","27"
"1607",23,7,"D","21","16","86","19","27","0","0","1","238","6","19"
"1608",23,7,"Total","32","33","98","58","61","1","0","2","559","19","46"
"1609",23,8,"C","27","21","24","57","45","1","0","1","399","17","19"
"1610",23,8,"D","27","18","79","18","31","1","1","1","242","8","19"
"1611",23,8,"Total","54","39","103","75","76","2","1","2","641","25","38"
"1612",23,9,"C","21","15","10","41","36","3","0","1","427","20","13"
"1613",23,9,"D","20","16","62","15","14","3","0","1","274","9","14"
"1614",23,9,"Total","41","31","72","56","50","6","0","2","701","29","27"
"1615",23,10,"C","23","14","14","28","36","1","0","1","428","25","23"
"1616",23,10,"D","17","20","73","9","10","0","0","2","329","7","13"
"1617",23,10,"Total","40","34","87","37","46","1","0","3","757","32","36"
"1618",23,11,"C","17","22","11","38","28","4","0","0","439","12","22"
"1619",23,11,"D","25","14","55","11","15","1","0","0","284","10","14"
"1620",23,11,"Total","42","36","66","49","43","5","0","0","723","22","36"
"1621",23,12,"C","23","15","10","38","30","0","0","1","382","19","20"
"1622",23,12,"D","29","15","64","8","16","1","0","3","346","15","19"
"1623",23,12,"Total","52","30","74","46","46","1","0","4","728","34","39"
"1624",23,13,"C","17","22","16","36","31","1","0","2","326","15","18"
"1625",23,13,"D","26","8","49","19","17","0","0","0","272","12","24"
"1626",23,13,"Total","43","30","65","55","48","1","0","2","598","27","42"
"1627",23,14,"C","16","13","12","33","32","0","0","0","383","15","13"
"1628",23,14,"D","27","17","60","14","29","2","0","4","323","12","13"
"1629",23,14,"Total","43","30","72","47","61","2","0","4","706","27","26"
"1630",23,15,"C","17","12","15","30","28","1","0","0","355","12","18"
"1631",23,15,"D","23","11","38","7","27","0","0","3","293","7","18"
"1632",23,15,"Total","40","23","53","37","55","1","0","3","648","19","36"
"1633",23,16,"C","21","13","8","15","24","0","0","0","306","10","16"
"1634",23,16,"D","29","26","54","11","25","1","0","2","302","5","12"
"1635",23,16,"Total","50","39","62","26","49","1","0","2","608","15","28"
"1636",23,17,"C","28","8","11","21","24","1","0","2","301","6","20"
"1637",23,17,"D","19","17","35","11","10","0","0","1","272","9","13"
"1638",23,17,"Total","47","25","46","32","34","1","0","3","573","15","33"
"1639",23,18,"C","13","9","13","11","26","0","0","0","280","8","17"
"1640",23,18,"D","10","16","20","11","10","5","0","0","179","4","11"
"1641",23,18,"Total","23","25","33","22","36","5","0","0","459","12","28"
"1642",23,19,"C","10","8","8","11","15","0","0","0","206","3","10"
"1643",23,19,"D","17","10","18","6","8","3","0","0","175","3","10"
"1644",23,19,"Total","27","18","26","17","23","3","0","0","381","6","20"
"1645",23,20,"C","12","7","4","16","8","1","0","2","149","3","5"
"1646",23,20,"D","15","14","33","5","4","0","0","0","136","8","8"
"1647",23,20,"Total","27","21","37","21","12","1","0","2","285","11","13"
"1648",23,21,"C","6","3","3","7","8","0","0","0","109","5","3"
"1649",23,21,"D","9","10","22","3","7","0","0","0","68","1","10"
"1650",23,21,"Total","15","13","25","10","15","0","0","0","177","6","13"
"1651",23,22,"C","13","8","1","13","7","1","0","0","93","3","6"
"1652",23,22,"D","5","8","16","1","1","0","0","0","54","2","6"
"1653",23,22,"Total","18","16","17","14","8","1","0","0","147","5","12"
"1654",23,23,"C","11","18","5","2","3","0","0","0","62","1","3"
"1655",23,23,"D","9","4","10","5","4","0","0","0","30","1","3"
"1656",23,23,"Total","20","22","15","7","7","0","0","0","92","2","6"
"1657",24,0,"C","4","7","4","0","4","0","0","0","37","1","1"
"1658",24,0,"D","6","0","4","1","2","1","0","0","27","0","2"
"1659",24,0,"Total","10","7","8","1","6","1","0","0","64","1","3"
"1660",24,1,"C","0","3","0","1","0","0","0","0","25","0","3"
"1661",24,1,"D","6","3","1","1","0","0","0","0","25","2","0"
"1662",24,1,"Total","6","6","1","2","0","0","0","0","50","2","3"
"1663",24,2,"C","3","3","0","0","3","1","0","0","14","1","1"
"1664",24,2,"D","4","4","4","0","1","0","0","0","18","0","1"
"1665",24,2,"Total","7","7","4","0","4","1","0","0","32","1","2"
"1666",24,3,"C","4","4","0","0","2","0","0","0","16","1","1"
"1667",24,3,"D","2","6","3","1","1","0","0","0","20","1","1"
"1668",24,3,"Total","6","10","3","1","3","0","0","0","36","2","2"
"1669",24,4,"C","5","3","0","0","3","0","0","0","20","2","1"
"1670",24,4,"D","4","3","4","0","0","0","0","0","13","0","1"
"1671",24,4,"Total","9","6","4","0","3","0","0","0","33","2","2"
"1672",24,5,"C","4","5","2","2","6","0","0","1","52","1","1"
"1673",24,5,"D","4","5","3","1","3","1","0","0","21","0","8"
"1674",24,5,"Total","8","10","5","3","9","1","0","1","73","1","9"
"1675",24,6,"C","6","5","5","1","4","0","0","4","103","7","8"
"1676",24,6,"D","7","8","11","4","5","1","0","0","67","2","4"
"1677",24,6,"Total","13","13","16","5","9","1","0","4","170","9","12"
"1678",24,7,"C","9","10","5","3","11","1","0","1","140","6","8"
"1679",24,7,"D","10","3","11","1","6","1","0","0","120","1","8"
"1680",24,7,"Total","19","13","16","4","17","2","0","1","260","7","16"
"1681",24,8,"C","11","9","12","5","13","0","0","1","184","24","4"
"1682",24,8,"D","15","8","14","6","6","0","0","1","152","3","3"
"1683",24,8,"Total","26","17","26","11","19","0","0","2","336","27","7"
"1684",24,9,"C","15","6","10","5","16","0","0","1","223","27","5"
"1685",24,9,"D","5","8","9","4","12","3","0","1","202","3","13"
"1686",24,9,"Total","20","14","19","9","28","3","0","2","425","30","18"
"1687",24,10,"C","6","12","10","9","22","1","0","3","228","17","6"
"1688",24,10,"D","9","7","11","5","6","3","0","2","297","10","7"
"1689",24,10,"Total","15","19","21","14","28","4","0","5","525","27","13"
"1690",24,11,"C","8","12","1","7","18","3","0","1","287","13","2"
"1691",24,11,"D","13","7","16","1","14","1","0","5","363","16","8"
"1692",24,11,"Total","21","19","17","8","32","4","0","6","650","29","10"
"1693",24,12,"C","4","8","6","6","12","1","1","2","226","7","6"
"1694",24,12,"D","9","4","2","9","10","2","0","3","414","23","9"
"1695",24,12,"Total","13","12","8","15","22","3","1","5","640","30","15"
"1696",24,13,"C","13","11","11","6","18","0","0","1","230","2","6"
"1697",24,13,"D","9","7","2","3","7","0","0","0","406","22","6"
"1698",24,13,"Total","22","18","13","9","25","0","0","1","636","24","12"
"1699",24,14,"C","10","11","14","5","20","3","0","3","279","7","10"
"1700",24,14,"D","11","10","9","5","9","0","0","3","499","9","10"
"1701",24,14,"Total","21","21","23","10","29","3","0","6","778","16","20"
"1702",24,15,"C","18","10","10","6","22","2","0","1","340","7","12"
"1703",24,15,"D","14","20","5","3","10","0","0","1","595","12","7"
"1704",24,15,"Total","32","30","15","9","32","2","0","2","935","19","19"
"1705",24,16,"C","17","17","10","6","25","4","0","3","353","4","16"
"1706",24,16,"D","19","14","12","6","5","1","0","2","640","18","12"
"1707",24,16,"Total","36","31","22","12","30","5","0","5","993","22","28"
"1708",24,17,"C","22","17","6","11","29","1","1","6","360","8","10"
"1709",24,17,"D","14","24","5","4","12","1","0","0","675","27","21"
"1710",24,17,"Total","36","41","11","15","41","2","1","6","1035","35","31"
"1711",24,18,"C","18","19","5","3","13","1","0","1","341","8","11"
"1712",24,18,"D","14","18","5","8","11","1","0","1","569","19","11"
"1713",24,18,"Total","32","37","10","11","24","2","0","2","910","27","22"
"1714",24,19,"C","19","15","7","7","15","0","0","0","263","6","13"
"1715",24,19,"D","23","26","14","5","7","1","0","1","496","8","14"
"1716",24,19,"Total","42","41","21","12","22","1","0","1","759","14","27"
"1717",24,20,"C","13","19","7","8","10","1","0","1","216","2","11"
"1718",24,20,"D","24","28","7","1","4","0","0","0","378","6","9"
"1719",24,20,"Total","37","47","14","9","14","1","0","1","594","8","20"
"1720",24,21,"C","12","6","9","8","6","2","0","0","142","0","4"
"1721",24,21,"D","17","19","7","4","7","0","0","0","226","2","7"
"1722",24,21,"Total","29","25","16","12","13","2","0","0","368","2","11"
"1723",24,22,"C","8","12","9","5","7","0","0","1","77","3","7"
"1724",24,22,"D","12","13","11","1","5","1","0","0","139","4","5"
"1725",24,22,"Total","20","25","20","6","12","1","0","1","216","7","12"
"1726",24,23,"C","7","10","5","1","7","0","0","0","43","0","3"
"1727",24,23,"D","8","17","10","6","3","0","0","0","83","5","2"
"1728",24,23,"Total","15","27","15","7","10","0","0","0","126","5","5"
"1729",25,0,"C","6","9","1","1","1","0","0","0","30","3","0"
"1730",25,0,"D","6","21","8","2","8","0","0","0","56","0","4"
"1731",25,0,"Total","12","30","9","3","9","0","0","0","86","3","4"
"1732",25,1,"C","2","8","2","8","11","0","0","1","18","1","4"
"1733",25,1,"D","4","13","12","2","5","0","0","0","27","1","4"
"1734",25,1,"Total","6","21","14","10","16","0","0","1","45","2","8"
"1735",25,2,"C","5","1","0","2","10","0","0","0","21","2","4"
"1736",25,2,"D","6","15","18","4","5","0","0","0","31","2","4"
"1737",25,2,"Total","11","16","18","6","15","0","0","0","52","4","8"
"1738",25,3,"C","3","5","2","4","8","1","0","0","33","3","5"
"1739",25,3,"D","16","23","26","2","4","3","0","0","20","1","5"
"1740",25,3,"Total","19","28","28","6","12","4","0","0","53","4","10"
"1741",25,4,"C","13","11","7","12","14","0","0","0","69","6","7"
"1742",25,4,"D","17","19","26","5","7","0","0","0","39","9","5"
"1743",25,4,"Total","30","30","33","17","21","0","0","0","108","15","12"
"1744",25,5,"C","24","6","14","17","20","2","0","2","156","12","28"
"1745",25,5,"D","18","19","45","11","8","0","0","0","140","5","17"
"1746",25,5,"Total","42","25","59","28","28","2","0","2","296","17","45"
"1747",25,6,"C","47","29","25","29","33","1","0","3","414","12","39"
"1748",25,6,"D","42","23","38","12","12","1","0","0","350","18","14"
"1749",25,6,"Total","89","52","63","41","45","2","0","3","764","30","53"
"1750",25,7,"C","41","21","13","53","41","0","0","1","374","16","35"
"1751",25,7,"D","26","18","80","16","20","0","0","1","414","6","21"
"1752",25,7,"Total","67","39","93","69","61","0","0","2","788","22","56"
"1753",25,8,"C","56","21","15","62","55","3","0","1","417","5","27"
"1754",25,8,"D","32","14","65","13","17","0","0","2","346","5","23"
"1755",25,8,"Total","88","35","80","75","72","3","0","3","763","10","50"
"1756",25,9,"C","47","26","25","50","52","3","3","3","437","12","46"
"1757",25,9,"D","18","16","92","16","11","2","0","0","353","8","22"
"1758",25,9,"Total","65","42","117","66","63","5","3","3","790","20","68"
"1759",25,10,"C","56","29","17","59","45","1","0","2","407","16","41"
"1760",25,10,"D","18","14","107","32","15","0","0","1","323","7","33"
"1761",25,10,"Total","74","43","124","91","60","1","0","3","730","23","74"
"1762",25,11,"C","39","48","22","61","49","3","0","2","340","11","33"
"1763",25,11,"D","22","19","67","18","13","3","0","1","347","7","17"
"1764",25,11,"Total","61","67","89","79","62","6","0","3","687","18","50"
"1765",25,12,"C","37","40","25","60","48","1","0","1","298","16","34"
"1766",25,12,"D","30","18","61","18","14","0","0","1","316","5","24"
"1767",25,12,"Total","67","58","86","78","62","1","0","2","614","21","58"
"1768",25,13,"C","45","35","20","63","47","2","0","1","274","11","30"
"1769",25,13,"D","30","14","68","17","28","0","0","2","316","1","20"
"1770",25,13,"Total","75","49","88","80","75","2","0","3","590","12","50"
"1771",25,14,"C","26","27","16","51","54","3","0","1","283","8","28"
"1772",25,14,"D","37","21","82","13","19","3","0","2","314","8","21"
"1773",25,14,"Total","63","48","98","64","73","6","0","3","597","16","49"
"1774",25,15,"C","31","26","26","46","67","5","0","2","291","16","34"
"1775",25,15,"D","28","25","90","13","21","3","0","1","313","7","32"
"1776",25,15,"Total","59","51","116","59","88","8","0","3","604","23","66"
"1777",25,16,"C","38","27","17","56","60","3","0","3","291","8","28"
"1778",25,16,"D","40","27","69","18","11","3","0","1","309","14","23"
